full	word_form	original_word_form	complete_word_form_adjusted	ja	reference	first_part	several_hits	country_corpus	speakers_nasjonality 	comments	sentence	free_standing	type_comment	obligatory	discourse_marker	sentence_position	clause_position	position	with_conjunction	conjunction	comma	in_total	listing	nachfolgend_komplett	with_pronoun	negation	continuation_declarative_sentence	wie_xzy_ist/sind	EH-type	beischeid_wissen	xzy_besser_wissen	genauso_wissen	alles_wissen	xzy_sowieso_wissen	schon_wissen	zuviel_wissen	selber_wissen			
"Erst jetzt setzen sich die Beamten gemächlich in Bewegung. Eine junge Polizistin hilft dem Opfer auf die Beine, ein älterer Kollege nimmt seine Personalien auf. Gesehen haben will er nichts. Stattdessen rät er dem Opfer von einer Anzeige ab und erteilt Geschichtsunterricht: ""Weißt eh, wie man früher gesagt hat: Wer nicht hören will, muss fühlen.""  (PRF05/OKT.00142 profil, 10.10.2005, S. 36; Rechtsschutz )"	weisst eh	weißt eh	weibt eh	0	profil	PRF05		AT			Weißt eh, wie man früher gesagt hat: Wer nicht hören will, muss fühlen.	0	eingebettet	1	0				0		0				0		wie	0		0	0	0	0	0	0	0	0	0		
"Schüssel: Nein. Ruf sofort bei diesem profil an und sag dem Chef von denen, weißt eh, dem mit der Brillantine, dass des net drinnen is, dass ständig mei Regentschaft in den Dreck zogen wird. Und dass i ihn jetzt außeschmeiß.  (PRF05/NOV.00128 profil, 07.11.2005, S. 26; Unschöne Szenen )"	weisst eh	weißt eh	weibt eh	0	profil	PRF05		AT			Ruf sofort bei diesem profil an und sag dem Chef von denen, weißt eh, dem mit der Brillantine, dass des net drinnen is, dass ständig mei Regentschaft in den Dreck zogen wird. 	0	eingebettet	0	1	middle	if	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Stadler: Nein. Das isch doch der Hilmar mit seiner Biene-Maja-Perücke. Weißt eh, der Undercover-Sicherheitscheck!  (PRF05/NOV.00299 profil, 21.11.2005, S. 13; Und - bamm! )"	weisst eh	weißt eh	weibt eh	0	profil	PRF05		AT			Weißt eh, der Undercover-Sicherheitscheck! 	0	eingebettet	0	1	initial	initial	initial	0		0	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Wolfgang, wollte ich zu Herrn Flöttl am Telefon sagen, denn offenbar beriet ihn ja auch der Altkanzler vorwiegend fernmündlich, das ist ja auch bequemer, da kann man nebenbei fernsehen oder sich die Zehennägel schneiden, Wolfgang, hätte ich also gesagt, du nimmst am besten einen Taschenrechner, tippst die Summe ein, die du gerne in der Karibik in den Sand setzen möchtest, multiplizierst sie - dazu drückst du auf dieses komische umgefallene Kreuz, weißt eh, meistens ist es irgendwo rechts ..., hast du's? - also du multiplizierst sie mit 13,7603, ja, ich weiß, das ist eine wirklich blöde Zahl, aber keine Angst, wozu hast du denn schließlich mich ... (PRF06/SEP.00346 profil, 18.09.2006, S. 150; Gut beraten )"	weisst eh	weißt eh	weibt eh	0	profil	PRF06		AT			… dazu drückst du auf dieses komische umgefallene Kreuz, weißt eh, meistens ist es irgendwo rechts ..., hast du's?	0	eingebettet	0	1	middle	initial	middle	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Der Schwarze: Des war nur, weil ma da Ding sein Bon geben hat. Weißt eh, unser Kapo.  (PRF06/OKT.00089 profil, 02.10.2006, S. 148; Danke! )"	weisst eh	weißt eh	weibt eh	0	profil	PRF06		AT			Weißt eh, unser Kapo.	0	eingebettet	0	1	initial	initial	initial	0		0	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Grasser: Na ja, na, net wirklich. Weißt eh, mitn Lesen hab i's net so wirklich. Mein Namen hab i gsehn, an erster Stell - und mehr braucht ma net wissen, oder?  (PRF06/DEZ.00130 profil, 11.12.2006, S. 15; Kleingedrucktes )"	weisst eh	weißt eh	weibt eh	0	profil	PRF06		AT			Weißt eh, mitn Lesen hab i's net so wirklich. 	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Kalina: Wir a net. Weißt eh, Wirtschaft und Dings, des war no nie unseres.  (PRF08/FEB.00009 profil, 04.02.2008, S. 12; Inflationär )"	weisst eh	weißt eh	weibt eh	0	profil	PRF08		AT			Weißt eh, Wirtschaft und Dings, des war no nie unseres.  	0	eingebettet	0	1	initial	initial	initial	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Der Heurige, den Helmut O. im so genannten Klosterhof betrieb, galt nicht gerade als Geheimtipp für Feinspitze. ""Wenn die Einheimischen nimmer in ein Lokal gehen wollen, weißt eh, was los ist"", sagt ein Nachbar. Nur manchmal verirrte sich Prominenz dorthin: Altbischof Kurt Krenn besuchte 1994 die Eröffnung. Und der Kärntner Landeshauptmann Jörg Haider soll in der kleinen angeschlossenen Kapelle zum Weinritter geschlagen worden sein.  (PRF08/MAR.00018 profil, 03.03.2008, S. 34; Die Geschichte des O. )"	weisst eh	weißt eh	weibt eh	0	profil	PRF08		AT			Wenn die Einheimischen nimmer in ein Lokal gehen wollen, weißt eh, was los ist	0	eingebettet	1	0				0		0				0		was	0		0	0	0	0	0	0	0	0	0		
"Den Posten hat er nicht bekommen. Eine schriftliche Begründung für seine Ablehnung auch nicht. Sein Chef sagte: ‘Weißt eh, das war ein Problem mit deinen Krankenständen.’  (PRF09/SEP.00167 profil, 14.09.2009, S. 18; Aus der Bahn )"	weisst eh	weißt eh	weibt eh	0	profil	PRF09		AT			Weißt eh, das war ein Problem mit deinen Krankenständen.	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Grasser: Ich ... Na ja, weißt eh, wie des is. Du, i müsst dann weiter, gell, schön dass wir wieder einmal ...  (PRF11/AUG.00291 profil, 22.08.2011, S. 106; Alle achte! )"	weisst eh	weißt eh	weibt eh	0	profil	PRF11		AT			Ich ... Na ja, weißt eh, wie des is.	0	eingebettet	1	0				0	naja	w,				0		wie	1		0	0	0	0	0	0	0	0	0		
"Fischer: Wir müssen eam a bissl beschäftigen, dem is ja scho fad ... Also, lieber Evo, mir kannst es ja sagen, i bin schließlich der Heinzi von der Sozialistischen Internationale, weißt eh: Is dieser Snowden jetzt in deinem Flieger oder net?  (PRF13/JUL.00124 profil, 08.07.2013, S. 98; Stop Over )"	weisst eh	weißt eh	weibt eh	0	profil	PRF13		AT			Also, lieber Evo, mir kannst es ja sagen, i bin schließlich der Heinzi von der Sozialistischen Internationale, weißt eh: Is dieser Snowden jetzt in deinem Flieger oder net?	0	eingebettet	0	1	final	final	final	0		0	complete			0		0	0		0	0	0	0	0	0	0	0	0		
"Nachbaur: Is des net der Teamsprecher von Salzburg? Oder war der des vorige Wochen ... Weißt eh! Der Ding!  (PRF13/DEZ.00084 profil, 09.12.2013, S. 17; Teamfindung )"	weisst eh	weißt eh	weibt eh	0	profil	PRF13		AT			Weißt eh! Der Ding!	1	frei	0	1				0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Weigerstorfer: Geh, Frank! Der heißt doch anders. Weißt eh, des is doch dieser Primar.  (PRF13/DEZ.00084 profil, 09.12.2013, S. 17; Teamfindung )"	weisst eh	weißt eh	weibt eh	0	profil	PRF13		AT			Weißt eh, des is doch dieser Primar.  	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Strasser: Nein, nein, bin ich nicht. Ich bin ein ehemaliger Minister aus Österreich. Weißt eh, David Alaba und so. Der Unterschied is nur: Er is schwarz - und i wars einmal.  (PRF14/MAR.00183 profil, 17.03.2014, S. 13; Geteiltes Leid )"	weisst eh	weißt eh	weibt eh	0	profil	PRF14		AT			Weißt eh, David Alaba und so.	0	eingebettet	0	1	initial	initial	initial	0		0	incomplete	1	incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Faymann: Na ja  Des is zumindest ein Schritt in die richtige Richtung. Aber irgendwie geht mir des no net weit genug. Weil, weißt eh: Da gibts sicher immer no genug Wappler, de den Helden spielen wollen und voll mutig aufstehen.  (PRF14/DEZ.00100 profil, 05.12.2014, S. 16; Wahlrechtsreform )"	weisst eh	weißt eh	weibt eh	0	profil	PRF14		AT			Weil, weißt eh: Da gibts sicher immer no genug Wappler, de den Helden spielen wollen und voll mutig aufstehen.  	0	eingebettet	0	1	initial	initial	initial	1	weil	c,	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"interessant - dann beginnt das, was ich unter einem Demokratisierungsprozeß verstehe."" Warum er glaubt, daß sich die Ausbeute seiner Initiativ-Vorstöße, die von Zigtausdenden Bürgern mitgetragen wurde, nicht in noch größeren Erfolgen für die Bürgerliste niederschlug?""Den ersten Schritt haben durchaus auch Mitglieder anderer Parteien mitgetan - aber ab einer gewissen Größenordniung spürten sie den Gegenwind in den eigenen Reihen. Da sind dann viele gekommen, die gesagt haben: Weißt eh, mein Parteisekretär, mir wird`s jetzt zu heiß ... Menschlich verständlich, daß dann viele ausgeschert sind oder sich fortan bedeckt hielten. ""Daß diese ""Protest-Bürger ohne Lobby und Sponsoren"" den Sprung in den Gemeinderat aber locker geschafft hatten, war eine demokratiepolitische Sensation erster Ordnung. Und, so Fux, ein ""deutliches, wichtiges Signal gegen eine komplette Resignation. Man hat gesehen, daß sich auch der kleine Bürger nicht alles gefallen lassen muß."" Wie (O97/MAR.31750 Neue Kronen-Zeitung, 27.03.1997, S. 22 )"	weisst eh	weißt eh	weibt eh	0	Neue Kronen-Zeitung	O97		AT			Weißt eh, mein Parteisekretär, mir wird`s jetzt zu heiß ... 	0	eingebettet	0	1	initial	initial	initial	0		0	complete		name	0		0	0		0	0	0	0	0	0	0	0	0		
"Eine zweite Hochzeit mit der Bankangestellten Sonja Wobornik folgte Anfang 1995. Über seine zweite Braut sagte der Musiker, sie sei ""für den neuen Wegas, weißt eh, den, der sein Leben im Griff hat"", verantwortlich. Vorübergehend. (V97/APR.19589 Vorarlberger Nachrichten, 11.04.1997, Beilage, S. X9, Ressort: VN-Magazin; Tony Wegas - Barde mit bewegtem Leben )"	weisst eh	weißt eh	weibt eh	0	Vorarlberger Nachrichten	V97		AT			"Über seine zweite Braut sagte der Musiker, sie sei ""für den neuen Wegas, weißt eh, den, der sein Leben im Griff hat"", verantwortlich."	0	eingebettet	0	1	middle	if	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"""Weißt eh, Harri"", informierte sie ihn, ""nirgends, nicht einmal innerorts sieht man drüben Radfahrer."" USA-Kenner werden bestätigen, daß die Amerikaner glauben, wenn einer radelt, habe man ihm entweder wegen Trunkenheit am Steuer den Führerschein ""gezupft"" oder er sei so arm, daß er sich kein Auto leisten kann. ""Die werden mich kennenlernen!"" brummte Hel. (X97/MAR.07392 Oberösterreichische Nachrichten, 06.03.1997, Ressort: Lokal; Radlpartien im ""Tal des Todes"" oder neben Wölfen )"	weisst eh	weißt eh	weibt eh	0	Oberösterreichische Nachrichten	X97		AT			"""Weißt eh, Harri"", informierte sie ihn, ""nirgends, nicht einmal innerorts sieht man drüben Radfahrer."""	0	eingebettet	0	1	initial	initial	initial	0		0	complete		name	0		0	0		0	0	0	0	0	0	0	0	0		
" Die Action besteht darin, daß die Tochter noch bei so einer Gang ist, die im Film versucht, ein Schülervideo über einen Mord zu drehen. Und weil die andauernd auf Ecstasy sind, zucken sie irgendwann aus, und der Chef der Gang beschließt, sich selbst umzubringen und das zu filmen. Der jüngste TV-Film, ""Die Bräute"", ist eine Gangster-Komödie. Und da hab ich dem Regisseur gesagt: ,Weißt eh, daß ich Schauspieler auch bin?` Hat er gesagt:, Ja, Musical.. .` Sag ich:, Na net Musical, i hab's gelernt!"" Und so hab' ich eine der vier Gangsterrollen gekriegt und die Musik gemacht. Der Inhalt ist eh klar: Wir vier landen im Häfn, die Weiber gewinnen und fahren auf die Bahamas. (X97/DEZ.41142 Oberösterreichische Nachrichten, 29.12.1997, Ressort: Kultur_&_Medien; Ob Elvis oder Mo: ""Es geht auf und ab"" )"	weisst eh	weißt eh	weibt eh	0	Oberösterreichische Nachrichten	X97		AT			Weißt eh, daß ich Schauspieler auch bin?	0	eingebettet	1	0				0		0				0		dass	0		0	0	0	0	0	0	0	0	0		
"Passt, du bist nicht eingeladen, und weißt eh, wo es nicht ist.  (FLT14/MAI.00341 Falter, 21.05.2014, S. 54; Du bist übrigens nicht eingeladen )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT14		AT			Passt, du bist nicht eingeladen, und weißt eh, wo es nicht ist. 	0	eingebettet	1	0				1	und	,c				0		wo	0		0	0	0	0	0	0	0	0	0		
"Teurer Stundenlohn. SPÖ-Gemeinderat Ewald Dörfler wurde mit dem Einsammeln der Stimmzettel bei den Wahlgängen betraut. Als Grüne-Gemeinderätin Sevinc Balikci nicht sofort mit dem Kuvert zur Stelle war, meinte er mit einem Augenzwinkern: „Du weißt eh, mein Stundenlohn ist teuer!“ (NON15/MAR.00037 Niederösterreichische Nachrichten, 05.03.2015; HINTER DEN KULISSEN )"	weisst eh	weißt eh	weibt eh	0	Niederösterreichische Nachrichten			AT			Du weißt eh, mein Stundenlohn ist teuer!	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	1		0	0		0	0	0	0	0	0	0	0	0		
" Die 29 frischgewählten Mandatare der 6200-Einwohner zählenden Gemeinde haben sich im Amtshaus eingefunden. Ganz klassisch: Die SPÖ-Funktionäre mit roter Nelke im Knopfloch, die VP-Mannschaft mit weißer Nelke. So, wie es sich gehört. Der Sitzungssaal ist zum Bersten voll. Sogar die beiden neuen Grün-Gemeinderäte müssen auf der Fensterbank Platz nehmen. ""Wo ist er?"" tuscheln zwei ältere Zuschauerinnen. ""Wer?"". ""Na der Stanzel, weißt eh"".Frank-Dieter Stanzel sitzt in der letzten Reihe. Er wird heute für die FPÖ angelobt. (P00/APR.16200 Die Presse, 29.04.2000, Ressort: no; Ex-NDP-Funktionär als FP-Gemeinderat )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P00		AT		antw	Na der Stanzel, weißt eh	0	eingebettet	0	1	final	final	final	0		0	incomplete			0		0	0		0	0	0	0	0	0	0	0	0		
"Aber die Begründung, die Du Dir da ausgedacht hast, war echt eine strategische Meisterleistung. ""Draußen wartet jemand, der Dich auffängt"". Ha! Der war gut. So rücksichtsvoll und sozial. Da könnten einem fast die Tränen kommen. Kommt natürlich viel besser als ""Schade Schatzi, aber weißt eh, ich hätt die Mille gern selber"", oder ""Ich muß eine Schöne raushauen, weil die Krampen ham eh ka Leiberl."" Weltklasse, ehrlich. Abgenommen hat's Dir die Sabine sowieso nicht. ""Ich hab eh so ein Gefühl gehabt, nach der Wahl"", hat's bei der Pressekonferenz gesagt. Und wie einer gemeint hat, ""Na die hab' ich beim Rauswurf auch schon mehr weinen sehn"", hat's auch nur genickt. (P00/OKT.36763 Die Presse, 09.10.2000, Ressort: up; Beinharte Schönheits-Konkurrenz )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P00		AT			Schade Schatzi, aber weißt eh, ich hätt die Mille gern selber	0	eingebettet	0	1	middle	inital	middle	1	aber	,c	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Vergebliche Liebesmüh'. Die anderen Österreicher lagen noch viel weiter als Stadlober (3:54 Minuten) zurück. Die Eins, die Alex Marent trug, hatte nur innere Erregung erzeugt. ""Weißt eh, das erste Mal bei Olympia. Und dann gleich als Erster im Rennen, du siehst lang keinen. Leider is' net so blieben!"" Schwarz und Standmann ging's noch schlechter auf der ""extremsten Loipe, die ich jemals g'laufen bin!"" (Stadlober). Eine Hoffnung ärmer, eine Enttäuschung reicher. Olympisches Langlaufschicksal in Rotweißrot. (P92/FEB.04079 Die Presse, 11.02.1992; Langer Atem, der aus der Grönland-Querung kam )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P00		AT			Weißt eh, das erste Mal bei Olympia. 	0	eingebettet	0	1	initial	initial	initial	0		0	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Derzeit fiebert sie weniger einer Medaille entgegen vielmehr hofft Ljudmila Ninowa, 31, Wienerin aus Bulgarien, daß sie bis zur Hallen-EM (Wochenende/ Genua) wieder auf die (Weit-)Sprünge kommt. ""Eine Grippe"", sagt sie. Mit erhöhter Temperatur war sie im Dusika-Stadion noch 6,59 gesprungen, ehe sie resignierte. ""Wir dürfen ja nix nehmen"", klagt Harry Edletzberger, ihr Freund. ""Weißt eh, wegen Doping!"" So hofft Ljudmila, daß Infusionen (""Vitamin B und C"") samt Bazillen die Müdigkeit verjagen. (P92/FEB.05764 Die Presse, 26.02.1992; Sonnenschein Ninowa )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P92		AT			Weißt eh, wegen Doping!	0	eingebettet	0	1	initial	initial	initial	0		0	incomplete		wegen	0		0	0		0	0	0	0	0	0	0	0	0		
"Vorerst geht's um den Tournee-Sieg, den ersten seit Vettori 1987. Goldberger: ""Weißt eh - zu locker darf man's nie nehmen, da is' ma gleich weg a wieder..."" Bislang, beruhigte er selbst gleich wieder, habe er aber nicht einen einzigen Satz verhaut. Und der Außerleitner-Bakken in Bischofshofen liege ihm auch recht gut. Krönung am Dreikönigstag? (P93/JAN.00133 Die Presse, 04.01.1993; Rotbäckchens umjubelte Himmelfahrt )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P92		AT			Weißt eh - zu locker darf man's nie nehmen, da is' ma gleich weg a wieder...	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Mit Andi Felder, dem neuen Chef, komme er gut zurecht, ""i bin ja no mit ihm g'sprungen!"" Die Mattensaison sei anders als sonst gelaufen: Starker Anfang, schwächeres Ende. Aber da hatte Goldi schon den Sommer-GP im Sack. ""Und darauf war's aufgebaut, dann war ich müd' vom Training!"" Und wollte Erfolge zudem mit der Brechstange erzwingen. ""Dös geht net. Aber weißt eh: Von an Sprung zum anderen ist alles oft anders!"" (P95/NOV.38757 Die Presse, 04.11.1995, Ressort: Sport; Und ewig lockt das Gold )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P95		AT			Aber weißt eh: Von an Sprung zum anderen ist alles oft anders!	0	eingebettet	0	1	initial	initial	initial	1	aber	C	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Aus der Vierfachführung zur Halbzeit war ein rotweißroter Doppeltriumph geworden, begleitet von einem vierten bzw. sechsten Platz Christian Mayers und Michael Tritschers, der nach einjähriger Verletzungspause sofort wieder Anschluß an die Spitze fand. ""Wir haben sehr gut trainiert"", erklärte Sykora, der nach Serienbestzeiten im Training in Abwesenheit Tombas zum Favoriten gestempelt worden war. ""Aber du weißt eh - Training und Rennen sind immer etwas anderes. Ich bin happy, daß ich gewonnen hab'!"" (P96/NOV.44125 Die Presse, 26.11.1996, Ressort: Sport; ""Erster Schritt zum Slalom-Weltcup!"" )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P96	II	AT			Aber du weißt eh - Training und Rennen sind immer etwas anderes. 	0	eingebettet	0	1	initial	initial	initial	1	aber	C	complete		complete	1		0	0		0	0	0	0	0	0	0	0	0		
" Mit seinen drei Toren gegen Leverkusen zerstörte er nicht nur die Bayer-Hoffnungen, sondern avancierte auch zum ersten Spieler in Deutschland, der zweimal en suite drei Treffer in Serie geschossen hat. ""Davon hab' ich nichts gewußt, aber das ist ja nicht mein Job"", meinte der 33jährige Wiener, ""das müßt's ja ihr wissen."" Im Geißbock-Heim hat er sich seinen Triplepack noch einmal zu Gemüte geführt. ""Weißt eh, zwei Elfer, ein Kopftor - wir sind über Leverkusen so richtig drübergefahren."" Auf Ulf Kirsten, dem er Titel und Show gestohlen hat, in der letzten Runde gesperrt ist, fehlt ihm nur noch ein Tor. Träumt Toni nun vor der letzten Runde (Gegner Dortmund) vom Schützentitel? ""Super wär's schon"", meint Polster, der in vier Jahren Bundesliga 66 Tore fixiert hat, ""das hat in Österreich noch keiner geschafft. (P97/MAI.19791 Die Presse, 26.05.1997, Ressort: Sport; Polster setzte den Bayern die Meister-Krone auf )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P97		AT			Weißt eh, zwei Elfer, ein Kopftor - wir sind über Leverkusen so richtig drübergefahren.	0	eingebettet	0	1	initial	initial	initial	0		0	complete	1	incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"""Harry! Ein Mexiko-Brot! Weißt eh', statt Pfefferoni Paradeiser."" Die Schwarzbrot-Toasts ""Andy Hofer"" oder das ""Mexiko-Brot"" kosten 45 Schilling und sind Dauerbrenner. Für Süße gibt's Mohr im Hemd oder Nußpalatschinken. (P97/DEZ.48941 Die Presse, 15.12.1997, Ressort: up; Viele Spiele, wenig Brot, mehr Bier - und Donnerstag ist Bingo-Time )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P97		AT			Weißt eh', statt Pfefferoni Paradeiser.	0	eingebettet	0	1	initial	initial	initial	0		0	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"""Du weißt eh noch, was abgemacht war?"" (P98/MAR.09968 Die Presse, 09.03.1998, Ressort: Sport; ""Du weißt eh noch, was abgemacht war?"" )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P98	II	AT		frage	Du weißt eh noch, was abgemacht war?	0	eingebettet	1	0				0		0				1		was	0		0	0	0	0	0	0	0	0	0		
"""Also dann, acht Uhr Stein."" Auf seinen fragenden Blick bekam Carl, Architekturstudent aus Zell am See, seit einigen Tagen an der TU Wien, ein ""weißt eh, beim Schottentor, bei der Hauptuni"" von seinen neuen Kollegen zur Antwort. Diese Auskunft reichte nicht, er wartete lange bei einem Abgang zum Schottentor, der ihn entfernt an die Form eines Steins erinnerte, bis ihm jemand den Weg zum Cafe Stein in der Währinger Straße erklärte. (P98/MAR.10420 Die Presse, 12.03.1998, Ressort: Inland/Bildung; Wohnzimmer bei der Uni: 20 Stunden ""Stein"" )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P98		AT			weißt eh, beim Schottentor, bei der Hauptuni	0	eingebettet	0	1	initial	initial	initial	0		0	incomplete		beim	0		0	0		0	0	0	0	0	0	0	0	0		
"ich auch in der Sendung, da waren noch vier andere Gäste da, aber der Dall hat sich nur mir unterhalten, der hat g'merkt: Aha, mit dem kann man eine Show abziehen. Wir haben ein Theater g'habt, ein Wort gibt das andere, du wirst locker, denkst nicht viel, eine Hetz halt. Der Dall hat dann g'fragt: ""Ja, Toni, wie ist das denn im Trainingslager, da sind die langen Abende, mit wem bist du auf'm Zimmer?"" Sag' ich drauf: ""Mit dem Olaf Jansen."" Darauf er mit seinem blöden Schmäh, weißt eh: ""Aber die einsamen Nächte und so, da kommt man sich doch näher."" Na, da hab' ich halt mitg'spielt. Ironisch, sarkastisch, eh klar. ""Ja, das stimmt schon. Also bei uns ist's so - wir gehen nach dem Training immer duschen, da hau' ich ihm immer die Seife hin, dem Olaf, aber der bückt sich nie.. ."" Da haben s' aufg'jault vor Lachen, alle sind g'legen im Studio. (P98/APR.15984 Die Presse, 18.04.1998, Ressort: Spectrum )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P98		AT			"Darauf er mit seinem blöden Schmäh, weißt eh: ""Aber die einsamen Nächte und so, da kommt man sich doch näher."" "	0	eingebettet	0	1	middle	final	final	0		0	complete		example	0		0	0		0	0	0	0	0	0	0	0	0		
"die Kleinen: ""Du, ich hab' gehört, der Osterhase kommt heuer nicht"", darauf Greinen, dann ""April, April!"" Für die Großen: Die ""Krone"" könnte ihre in der Karwoche stets züchtig verhüllte Nackte enthüllen, bis auf ein kesses ""April, April"". Für die Einfältigen: ""Du, aus Pietätsgründen haben s' den 1. April heuer auf den 3. verlegt"" (Das ""April, April"" entfällt diesfalls am besten bis zum 2.). Für die Optimisten: ""Du, das Burgtheater hat heute Schließ-, statt Wiener-Blut-Tag, weißt eh, Gründonnerstag."" Für die Pessimisten: ""Der Peymann ist doch verlängert."" Was letzteres mit dem Gründonnerstag zu tun hätt? 'S wär zum Greinen. Aber zum Glück ist ja erster April. S. (P99/APR.12719 Die Presse, 01.04.1999, Ressort: Seite Zwei; Grüner April )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P99		AT			Du, das Burgtheater hat heute Schließ-, statt Wiener-Blut-Tag, weißt eh, Gründonnerstag.	0	eingebettet	0	1	middle	if	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Weißt eh, wie des ist, wie soll so einer merken, daß die Tina tatsächlich mit der Concorde nach New York? ... Dazu ist er doch zu naiv... Na ja, aber der Wirtschaftsjournalist Waldstein mit einem TV-Showmaster Habsburg, wie paßt das zusammen... (P99/JUN.21988 Die Presse, 07.06.1999, Ressort: Inland; Bürgerlicher Small talk (II) )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P99		AT			Weißt eh, wie des ist, wie soll so einer merken, daß die Tina tatsächlich mit der Concorde nach New York?	0	eingebettet	1	0				0		0				0		wie	1		0	0	0	0	0	0	0	0	0		
"1975 in Orlando gewann der nach wie vor rothaarige, sommersprossige Laver im 68. Finale den 47. und letzten Titel seiner Laufbahn. Zwar versuchte er sich zwei Jahre später, mit 38, noch einmal in Wimbledon, zog aber nach der Zweitrunden-Niederlage gegen Stockton einen Schlußstrich. Hans Kary, der einmal in Boston das Vergnügen hatte, gegen den späten Laver anzutreten, in zwei Sätzen zu verlieren, erinnert sich: ""Ich hatte viel zuviel Respekt. Weißt eh, der war eine Legende."" Laver habe ""modernes Tennis"" gespielt, ""einen Unterarm gehabt wie andere Oberarme. Der hat mir den Schläger aus der Hand g'schossen - deswegen hat er ja auch ,Rocket' g'heißen. . ."" Ansonsten sei er ""cool"" gewesen wie Borg, ""sehr nett und professionell"". (P99/JUN.24259 Die Presse, 22.06.1999, Ressort: Sport; Sportler, die unser Jahrhundert prägten (VI): Tennis-Legende Rod )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P99		AT			Weißt eh, der war eine Legende.	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
" Im Mittelpunkt steht die junge Jana mit ihrem Bemühen, im Trubel einer gemischten Großfamilie, die nach außen um Anpassung bemüht ist, ihre Identität zu finden. ""Es gibt nichts, worauf man stolz sein kann, wenn man ein Jenischer ist"", sagt Janas Großmutter, und Otti, ihre Mutter, warnt sie eindringlich davor, anderen das Geheimnis ihrer Zugehörigkeit zu verraten: ""Deinen Freunden kannst du es ja sagen, aber weißt eh, wie das geht, das zieht Kreise, und am Ende zeigen sie immer mit dem Finger auf uns, hör auf damit, Jana.""  (P02/FEB.00297 Die Presse, 02.02.2002, S. 2; Die Ulmen tibern novus gwant von uns )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P02		AT			Deinen Freunden kannst du es ja sagen, aber weißt eh, wie das geht, das zieht Kreise, und am Ende zeigen sie immer mit dem Finger auf uns, hör auf damit, Jana.	0	eingebettet	1	0				1	aber	,c				0		wie	0		0	0	0	0	0	0	0	0	0		
